op_id,block_type,repeat,layers,h1,h2,h3,h4,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped,caveat
11292,MLA+MoE,3,"63,67,71",self_attn,q_a_layernorm,,,rmsnorm,"[[B, T, c_q]]",[c_q],-1,"[[B, T, c_q]]",[11291],63,self_attn,q_a_layernorm,2,model.layers.63.self_attn.q_a_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.63.self_attn.q_a_layernorm.weight],prefill,False,
11293,MLA+MoE,3,"63,67,71",self_attn,q_b_proj,,,matmul,"[[B*T, c_q], [c_q, n_h*(d_nope+d_rope)]]","[n_h*(d_nope+d_rope), c_q]",1,"[[B*T, n_h*(d_nope+d_rope)]]",[11292],63,self_attn,q_b_proj,2,model.layers.63.self_attn.q_b_proj,aten.mm.default,[model.layers.63.self_attn.q_b_proj.weight],prefill,False,
11294,MLA+MoE,3,"63,67,71",self_attn,kv_a_proj_with_mqa,,,matmul,"[[B*T, d_model], [d_model, c_kv+d_rope]]","[c_kv+d_rope, d_model]",1,"[[B*T, c_kv+d_rope]]",[11290],63,self_attn,kv_a_proj_with_mqa,2,model.layers.63.self_attn.kv_a_proj_with_mqa,aten.mm.default,[model.layers.63.self_attn.kv_a_proj_with_mqa.weight],prefill,False,
11295,MLA+MoE,3,"63,67,71",self_attn,kv_a_layernorm,,,rmsnorm,"[[B, T, c_kv]]",[c_kv],-1,"[[B, T, c_kv]]",[11294],63,self_attn,kv_a_layernorm,2,model.layers.63.self_attn.kv_a_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.63.self_attn.kv_a_layernorm.weight],prefill,False,
11296,MLA+MoE,3,"63,67,71",self_attn,kv_b_proj,,,matmul,"[[B*T, c_kv], [c_kv, n_h*(d_nope+d_v)]]","[n_h*(d_nope+d_v), c_kv]",1,"[[B*T, n_h*(d_nope+d_v)]]",[11295],63,self_attn,kv_b_proj,2,model.layers.63.self_attn.kv_b_proj,aten.mm.default,[model.layers.63.self_attn.kv_b_proj.weight],prefill,False,
11297,MLA+MoE,3,"63,67,71",self_attn,,,,batched_matmul,"[[B*n_h, T, d_nope+d_rope], [B*n_h, d_nope+d_rope, T]]",,,"[[B*n_h, T, T]]","[11293, 11294, 11296]",63,self_attn,,1,model.layers.63.self_attn,aten.bmm.default,[],prefill,False,
11298,MLA+MoE,3,"63,67,71",self_attn,,,,softmax,"[[B, n_h, T, T]]",,,"[[B, n_h, T, T]]",[11297],63,self_attn,,1,model.layers.63.self_attn,aten._softmax.default,[],prefill,False,
11299,MLA+MoE,3,"63,67,71",self_attn,,,,batched_matmul,"[[B*n_h, T, T], [B*n_h, T, d_nope]]",,,"[[B*n_h, T, d_nope]]","[11296, 11298]",63,self_attn,,1,model.layers.63.self_attn,aten.bmm.default,[],prefill,False,
11300,MLA+MoE,3,"63,67,71",self_attn,g_proj,,,matmul,"[[B*T, d_model], [d_model, n_h*d_v]]","[n_h*d_v, d_model]",1,"[[B*T, n_h*d_v]]",[11290],63,self_attn,g_proj,2,model.layers.63.self_attn.g_proj,aten.mm.default,[model.layers.63.self_attn.g_proj.weight],prefill,False,
11301,MLA+MoE,3,"63,67,71",self_attn,,,,sigmoid,"[[B, T, n_h*d_v]]",,,"[[B, T, n_h*d_v]]",[11300],63,self_attn,,1,model.layers.63.self_attn,aten.sigmoid.default,[],prefill,False,
11302,MLA+MoE,3,"63,67,71",self_attn,o_proj,,,matmul,"[[B*T, n_h*d_v], [n_h*d_v, d_model]]","[d_model, n_h*d_v]",1,"[[B*T, d_model]]","[11299, 11301]",63,self_attn,o_proj,2,model.layers.63.self_attn.o_proj,aten.mm.default,[model.layers.63.self_attn.o_proj.weight],prefill,False,
11303,MLA+MoE,3,"63,67,71",,,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[11282, 11302]",63,,,0,model.layers.63,aten.add.Tensor,[],prefill,False,
11304,MLA+MoE,3,"63,67,71",,,,,concat,"[[B*T, 6, d_model], [B*T, 1, d_model]]",,,"[[B*T, 7, d_model]]","[9478, 11303]",63,,,0,model.layers.63,aten.cat.default,[],prefill,False,
11305,MLA+MoE,3,"63,67,71",,,,,elementwise_mul,"[[B*T, 7, d_model], [B*T, 7, 1]]",,,"[[B*T, 7, d_model]]",[11304],63,,,0,model.layers.63,aten.mul.Tensor,[],prefill,False,
11306,MLA+MoE,3,"63,67,71",,,,,elementwise_mul,"[[d_model], [d_model]]",,,[[d_model]],[],63,,,0,model.layers.63,aten.mul.Tensor,[model.layers.63.mlp_res_norm.weight],prefill,False,
11307,MLA+MoE,3,"63,67,71",,,,,elementwise_mul,"[[B*T, 7, d_model], [d_model]]",,,"[[B*T, 7, d_model]]","[11305, 11306]",63,,,0,model.layers.63,aten.mul.Tensor,[],prefill,False,
11308,MLA+MoE,3,"63,67,71",,,,,sum,"[[B*T, 7, d_model]]",,,"[[B*T, 7]]",[11307],63,,,0,model.layers.63,aten.sum.dim_IntList,[],prefill,True,
11309,MLA+MoE,3,"63,67,71",,,,,softmax,"[[B*T, 7]]",,,"[[B*T, 7]]",[11308],63,,,0,model.layers.63,aten._softmax.default,[],prefill,False,
11310,MLA+MoE,3,"63,67,71",,,,,batched_matmul,"[[B*T, 1, 7], [B*T, 7, d_model]]",,,"[[B*T, 1, d_model]]","[11304, 11309]",63,,,0,model.layers.63,aten.bmm.default,[],prefill,False,
11311,MLA+MoE,3,"63,67,71",post_attention_layernorm,,,,rmsnorm,"[[B, T, d_model]]",[d_model],-1,"[[B, T, d_model]]",[11310],63,post_attention_layernorm,,1,model.layers.63.post_attention_layernorm,_to_copy+pow+mean+add+rsqrt+mul+_to_copy+mul,[model.layers.63.post_attention_layernorm.weight],prefill,False,
11312,MLA+MoE,3,"63,67,71",block_sparse_moe,gate,,,matmul,"[[B*T, d_model], [d_model, E]]","[E, d_model]",1,"[[B*T, E]]",[11311],63,block_sparse_moe,gate,2,model.layers.63.block_sparse_moe.gate,aten.mm.default,[model.layers.63.block_sparse_moe.gate.weight],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
11313,MLA+MoE,3,"63,67,71",block_sparse_moe,gate,,,sigmoid,"[[B*T, E]]",,,"[[B*T, E]]",[11312],63,block_sparse_moe,gate,2,model.layers.63.block_sparse_moe.gate,aten.sigmoid.default,[],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
11314,MLA+MoE,3,"63,67,71",block_sparse_moe,routed_expert_down_proj,,,matmul,"[[B*T, d_model], [d_model, d_moe_lat]]","[d_moe_lat, d_model]",1,"[[B*T, d_moe_lat]]",[11311],63,block_sparse_moe,routed_expert_down_proj,2,model.layers.63.block_sparse_moe.routed_expert_down_proj,aten.mm.default,[model.layers.63.block_sparse_moe.routed_expert_down_proj.weight],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
11315,MLA+MoE,3,"63,67,71",block_sparse_moe,experts,0,w1,matmul,"[[3840, d_moe_lat], [d_moe_lat, d_moe]]","[d_moe, d_moe_lat]",1,"[[3840, d_moe]]","[11313, 11314]",63,block_sparse_moe,experts,4,model.layers.63.block_sparse_moe.experts.0.w1,aten.mm.default,[model.layers.63.block_sparse_moe.experts.0.w1.weight],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
11316,MLA+MoE,3,"63,67,71",block_sparse_moe,experts,0,w3,matmul,"[[3840, d_moe_lat], [d_moe_lat, d_moe]]","[d_moe, d_moe_lat]",1,"[[3840, d_moe]]","[11313, 11314]",63,block_sparse_moe,experts,4,model.layers.63.block_sparse_moe.experts.0.w3,aten.mm.default,[model.layers.63.block_sparse_moe.experts.0.w3.weight],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
11317,MLA+MoE,3,"63,67,71",block_sparse_moe,experts,0,,concat,"[[3840, d_moe], [3840, d_moe]]",,,"[[3840, 2*d_moe]]","[11315, 11316]",63,block_sparse_moe,experts,3,model.layers.63.block_sparse_moe.experts.0,aten.cat.default,[],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
11318,MLA+MoE,3,"63,67,71",block_sparse_moe,experts,0,act_fn,tanh,"[[3840, d_moe]]",,,"[[3840, d_moe]]",[11317],63,block_sparse_moe,experts,4,model.layers.63.block_sparse_moe.experts.0.act_fn,aten.tanh.default,[],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
11319,MLA+MoE,3,"63,67,71",block_sparse_moe,experts,0,act_fn,elementwise_mul,"[[3840, d_moe]]",,,"[[3840, d_moe]]",[11318],63,block_sparse_moe,experts,4,model.layers.63.block_sparse_moe.experts.0.act_fn,aten.mul.Tensor,[],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
11320,MLA+MoE,3,"63,67,71",block_sparse_moe,experts,0,act_fn,sigmoid,"[[3840, d_moe]]",,,"[[3840, d_moe]]",[11317],63,block_sparse_moe,experts,4,model.layers.63.block_sparse_moe.experts.0.act_fn,aten.sigmoid.default,[],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
11321,MLA+MoE,3,"63,67,71",block_sparse_moe,experts,0,act_fn,elementwise_mul,"[[3840, d_moe], [3840, d_moe]]",,,"[[3840, d_moe]]","[11319, 11320]",63,block_sparse_moe,experts,4,model.layers.63.block_sparse_moe.experts.0.act_fn,aten.mul.Tensor,[],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
11322,MLA+MoE,3,"63,67,71",block_sparse_moe,experts,0,act_fn,tanh,"[[3840, d_moe]]",,,"[[3840, d_moe]]",[11317],63,block_sparse_moe,experts,4,model.layers.63.block_sparse_moe.experts.0.act_fn,aten.tanh.default,[],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
11323,MLA+MoE,3,"63,67,71",block_sparse_moe,experts,0,act_fn,elementwise_mul,"[[3840, d_moe]]",,,"[[3840, d_moe]]",[11322],63,block_sparse_moe,experts,4,model.layers.63.block_sparse_moe.experts.0.act_fn,aten.mul.Tensor,[],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
11324,MLA+MoE,3,"63,67,71",block_sparse_moe,experts,0,act_fn,elementwise_mul,"[[3840, d_moe], [3840, d_moe]]",,,"[[3840, d_moe]]","[11321, 11323]",63,block_sparse_moe,experts,4,model.layers.63.block_sparse_moe.experts.0.act_fn,aten.mul.Tensor,[],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
11325,MLA+MoE,3,"63,67,71",block_sparse_moe,experts,0,w2,matmul,"[[3840, d_moe], [d_moe, d_moe_lat]]","[d_moe_lat, d_moe]",1,"[[3840, d_moe_lat]]",[11324],63,block_sparse_moe,experts,4,model.layers.63.block_sparse_moe.experts.0.w2,aten.mm.default,[model.layers.63.block_sparse_moe.experts.0.w2.weight],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
11326,MLA+MoE,3,"63,67,71",block_sparse_moe,experts,1,w1,matmul,"[[3840, d_moe_lat], [d_moe_lat, d_moe]]","[d_moe, d_moe_lat]",1,"[[3840, d_moe]]","[11313, 11314]",63,block_sparse_moe,experts,4,model.layers.63.block_sparse_moe.experts.1.w1,aten.mm.default,[model.layers.63.block_sparse_moe.experts.1.w1.weight],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
11327,MLA+MoE,3,"63,67,71",block_sparse_moe,experts,1,w3,matmul,"[[3840, d_moe_lat], [d_moe_lat, d_moe]]","[d_moe, d_moe_lat]",1,"[[3840, d_moe]]","[11313, 11314]",63,block_sparse_moe,experts,4,model.layers.63.block_sparse_moe.experts.1.w3,aten.mm.default,[model.layers.63.block_sparse_moe.experts.1.w3.weight],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
11328,MLA+MoE,3,"63,67,71",block_sparse_moe,experts,1,,concat,"[[3840, d_moe], [3840, d_moe]]",,,"[[3840, 2*d_moe]]","[11326, 11327]",63,block_sparse_moe,experts,3,model.layers.63.block_sparse_moe.experts.1,aten.cat.default,[],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
11329,MLA+MoE,3,"63,67,71",block_sparse_moe,experts,1,act_fn,tanh,"[[3840, d_moe]]",,,"[[3840, d_moe]]",[11328],63,block_sparse_moe,experts,4,model.layers.63.block_sparse_moe.experts.1.act_fn,aten.tanh.default,[],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
11330,MLA+MoE,3,"63,67,71",block_sparse_moe,experts,1,act_fn,elementwise_mul,"[[3840, d_moe]]",,,"[[3840, d_moe]]",[11329],63,block_sparse_moe,experts,4,model.layers.63.block_sparse_moe.experts.1.act_fn,aten.mul.Tensor,[],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
11331,MLA+MoE,3,"63,67,71",block_sparse_moe,experts,1,act_fn,sigmoid,"[[3840, d_moe]]",,,"[[3840, d_moe]]",[11328],63,block_sparse_moe,experts,4,model.layers.63.block_sparse_moe.experts.1.act_fn,aten.sigmoid.default,[],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
11332,MLA+MoE,3,"63,67,71",block_sparse_moe,experts,1,act_fn,elementwise_mul,"[[3840, d_moe], [3840, d_moe]]",,,"[[3840, d_moe]]","[11330, 11331]",63,block_sparse_moe,experts,4,model.layers.63.block_sparse_moe.experts.1.act_fn,aten.mul.Tensor,[],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
11333,MLA+MoE,3,"63,67,71",block_sparse_moe,experts,1,act_fn,tanh,"[[3840, d_moe]]",,,"[[3840, d_moe]]",[11328],63,block_sparse_moe,experts,4,model.layers.63.block_sparse_moe.experts.1.act_fn,aten.tanh.default,[],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
11334,MLA+MoE,3,"63,67,71",block_sparse_moe,experts,1,act_fn,elementwise_mul,"[[3840, d_moe]]",,,"[[3840, d_moe]]",[11333],63,block_sparse_moe,experts,4,model.layers.63.block_sparse_moe.experts.1.act_fn,aten.mul.Tensor,[],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
11335,MLA+MoE,3,"63,67,71",block_sparse_moe,experts,1,act_fn,elementwise_mul,"[[3840, d_moe], [3840, d_moe]]",,,"[[3840, d_moe]]","[11332, 11334]",63,block_sparse_moe,experts,4,model.layers.63.block_sparse_moe.experts.1.act_fn,aten.mul.Tensor,[],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
11336,MLA+MoE,3,"63,67,71",block_sparse_moe,experts,1,w2,matmul,"[[3840, d_moe], [d_moe, d_moe_lat]]","[d_moe_lat, d_moe]",1,"[[3840, d_moe_lat]]",[11335],63,block_sparse_moe,experts,4,model.layers.63.block_sparse_moe.experts.1.w2,aten.mm.default,[model.layers.63.block_sparse_moe.experts.1.w2.weight],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
11337,MLA+MoE,3,"63,67,71",block_sparse_moe,experts,2,w1,matmul,"[[3840, d_moe_lat], [d_moe_lat, d_moe]]","[d_moe, d_moe_lat]",1,"[[3840, d_moe]]","[11313, 11314]",63,block_sparse_moe,experts,4,model.layers.63.block_sparse_moe.experts.2.w1,aten.mm.default,[model.layers.63.block_sparse_moe.experts.2.w1.weight],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
11338,MLA+MoE,3,"63,67,71",block_sparse_moe,experts,2,w3,matmul,"[[3840, d_moe_lat], [d_moe_lat, d_moe]]","[d_moe, d_moe_lat]",1,"[[3840, d_moe]]","[11313, 11314]",63,block_sparse_moe,experts,4,model.layers.63.block_sparse_moe.experts.2.w3,aten.mm.default,[model.layers.63.block_sparse_moe.experts.2.w3.weight],prefill,False,"moe_infer_even_split: 이 MoE 블록의 전문가 디스패치는 대체됐다: 레이어당 전문가 896개 중 4개만 트레이스했고, 전문가에 들어가는 토큰 수는 정렬된 토큰을 균등 분할한 **대체값**이다 -- 실제 값은 라우팅이 정하는 런타임 데이터라 한 번의 트레이스로는 알 수 없다. 라우터(gate)·scatter·argsort·가중합은 모델 자기 코드 그대로이고, 전문가 projection 의 op 구성과 폭도 충실하다. 토큰 축 크기만 신뢰하면 안 된다"
