op_id,h1,h2,h3,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped,caveat
3967,self_attn,,,expand,"[[B, n_h, T, T]]",,,"[[B, n_h, T, T]]",[3966],34,self_attn,,1,model.layers.34.self_attn,aten.expand.default,[],prefill,True,
3968,self_attn,,,view,"[[B, n_h, T, T]]",,,"[[B*n_h, T, T]]",[3967],34,self_attn,,1,model.layers.34.self_attn,aten.view.default,[],prefill,True,
3969,self_attn,,,expand,"[[B, n_h, T, d_head]]",,,"[[B, n_h, T, d_head]]",[3955],34,self_attn,,1,model.layers.34.self_attn,aten.expand.default,[],prefill,True,
3970,self_attn,,,view,"[[B, n_h, T, d_head]]",,,"[[B*n_h, T, d_head]]",[3969],34,self_attn,,1,model.layers.34.self_attn,aten.view.default,[],prefill,True,
3971,self_attn,,,batched_matmul,"[[B*n_h, T, T], [B*n_h, T, d_head]]",,,"[[B*n_h, T, d_head]]","[3968, 3970]",34,self_attn,,1,model.layers.34.self_attn,aten.bmm.default,[],prefill,False,
3972,self_attn,,,_unsafe_view,"[[B*n_h, T, d_head]]",,,"[[B, n_h, T, d_head]]",[3971],34,self_attn,,1,model.layers.34.self_attn,aten._unsafe_view.default,[],prefill,True,
3973,self_attn,,,transpose,"[[B, n_h, T, d_head]]",,,"[[B, T, n_h, d_head]]",[3972],34,self_attn,,1,model.layers.34.self_attn,aten.transpose.int,[],prefill,True,
3974,self_attn,,,clone,"[[B, T, n_h, d_head]]",,,"[[B, T, n_h, d_head]]",[3973],34,self_attn,,1,model.layers.34.self_attn,aten.clone.default,[],prefill,True,
3975,self_attn,,,view,"[[B, T, n_h, d_head]]",,,"[[B, T, n_h*d_head]]",[3974],34,self_attn,,1,model.layers.34.self_attn,aten.view.default,[],prefill,True,
3976,self_attn,o_proj,,t,"[[d_model, n_h*d_head]]","[d_model, n_h*d_head]",0,"[[n_h*d_head, d_model]]",[],34,self_attn,o_proj,2,model.layers.34.self_attn.o_proj,aten.t.default,[model.layers.34.self_attn.o_proj.weight],prefill,True,
3977,self_attn,o_proj,,view,"[[B, T, n_h*d_head]]",,,"[[B*T, n_h*d_head]]",[3975],34,self_attn,o_proj,2,model.layers.34.self_attn.o_proj,aten.view.default,[],prefill,True,
3978,self_attn,o_proj,,matmul,"[[B*T, n_h*d_head], [n_h*d_head, d_model]]","[d_model, n_h*d_head]",1,"[[B*T, d_model]]","[3976, 3977]",34,self_attn,o_proj,2,model.layers.34.self_attn.o_proj,aten.mm.default,[model.layers.34.self_attn.o_proj.weight],prefill,False,
3979,self_attn,o_proj,,_unsafe_view,"[[B*T, d_model]]",,,"[[B, T, d_model]]",[3978],34,self_attn,o_proj,2,model.layers.34.self_attn.o_proj,aten._unsafe_view.default,[],prefill,True,
3980,,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[3900, 3979]",34,,,0,model.layers.34,aten.add.Tensor,[],prefill,False,
3981,post_attention_layernorm,,,_to_copy,"[[B, T, d_model]]",,,"[[B, T, d_model]]",[3980],34,post_attention_layernorm,,1,model.layers.34.post_attention_layernorm,aten._to_copy.default,[],prefill,True,
3982,post_attention_layernorm,,,pow,"[[B, T, d_model]]",,,"[[B, T, d_model]]",[3981],34,post_attention_layernorm,,1,model.layers.34.post_attention_layernorm,aten.pow.Tensor_Scalar,[],prefill,False,
3983,post_attention_layernorm,,,mean,"[[B, T, d_model]]",,,"[[B, T, 1]]",[3982],34,post_attention_layernorm,,1,model.layers.34.post_attention_layernorm,aten.mean.dim,[],prefill,False,
3984,post_attention_layernorm,,,elementwise_add,"[[B, T, 1]]",,,"[[B, T, 1]]",[3983],34,post_attention_layernorm,,1,model.layers.34.post_attention_layernorm,aten.add.Tensor,[],prefill,False,
3985,post_attention_layernorm,,,rsqrt,"[[B, T, 1]]",,,"[[B, T, 1]]",[3984],34,post_attention_layernorm,,1,model.layers.34.post_attention_layernorm,aten.rsqrt.default,[],prefill,False,
3986,post_attention_layernorm,,,elementwise_mul,"[[B, T, d_model], [B, T, 1]]",,,"[[B, T, d_model]]","[3981, 3985]",34,post_attention_layernorm,,1,model.layers.34.post_attention_layernorm,aten.mul.Tensor,[],prefill,False,
3987,post_attention_layernorm,,,_to_copy,"[[B, T, d_model]]",,,"[[B, T, d_model]]",[3986],34,post_attention_layernorm,,1,model.layers.34.post_attention_layernorm,aten._to_copy.default,[],prefill,True,
3988,post_attention_layernorm,,,elementwise_mul,"[[B, T, d_model], [d_model]]",,,"[[B, T, d_model]]",[3987],34,post_attention_layernorm,,1,model.layers.34.post_attention_layernorm,aten.mul.Tensor,[model.layers.34.post_attention_layernorm.weight],prefill,False,
3989,feed_forward,gate_proj,,t,"[[d_ff, d_model]]","[d_ff, d_model]",0,"[[d_model, d_ff]]",[],34,feed_forward,gate_proj,2,model.layers.34.feed_forward.gate_proj,aten.t.default,[model.layers.34.feed_forward.gate_proj.weight],prefill,True,
3990,feed_forward,gate_proj,,view,"[[B, T, d_model]]",,,"[[B*T, d_model]]",[3988],34,feed_forward,gate_proj,2,model.layers.34.feed_forward.gate_proj,aten.view.default,[],prefill,True,
3991,feed_forward,gate_proj,,matmul,"[[B*T, d_model], [d_model, d_ff]]","[d_ff, d_model]",1,"[[B*T, d_ff]]","[3989, 3990]",34,feed_forward,gate_proj,2,model.layers.34.feed_forward.gate_proj,aten.mm.default,[model.layers.34.feed_forward.gate_proj.weight],prefill,False,
3992,feed_forward,gate_proj,,_unsafe_view,"[[B*T, d_ff]]",,,"[[B, T, d_ff]]",[3991],34,feed_forward,gate_proj,2,model.layers.34.feed_forward.gate_proj,aten._unsafe_view.default,[],prefill,True,
3993,feed_forward,activation_fn,,silu,"[[B, T, d_ff]]",,,"[[B, T, d_ff]]",[3992],34,feed_forward,activation_fn,2,model.layers.34.feed_forward.activation_fn,aten.silu.default,[],prefill,False,
3994,feed_forward,up_proj,,t,"[[d_ff, d_model]]","[d_ff, d_model]",0,"[[d_model, d_ff]]",[],34,feed_forward,up_proj,2,model.layers.34.feed_forward.up_proj,aten.t.default,[model.layers.34.feed_forward.up_proj.weight],prefill,True,
3995,feed_forward,up_proj,,view,"[[B, T, d_model]]",,,"[[B*T, d_model]]",[3988],34,feed_forward,up_proj,2,model.layers.34.feed_forward.up_proj,aten.view.default,[],prefill,True,
3996,feed_forward,up_proj,,matmul,"[[B*T, d_model], [d_model, d_ff]]","[d_ff, d_model]",1,"[[B*T, d_ff]]","[3994, 3995]",34,feed_forward,up_proj,2,model.layers.34.feed_forward.up_proj,aten.mm.default,[model.layers.34.feed_forward.up_proj.weight],prefill,False,
3997,feed_forward,up_proj,,_unsafe_view,"[[B*T, d_ff]]",,,"[[B, T, d_ff]]",[3996],34,feed_forward,up_proj,2,model.layers.34.feed_forward.up_proj,aten._unsafe_view.default,[],prefill,True,
3998,feed_forward,,,elementwise_mul,"[[B, T, d_ff], [B, T, d_ff]]",,,"[[B, T, d_ff]]","[3993, 3997]",34,feed_forward,,1,model.layers.34.feed_forward,aten.mul.Tensor,[],prefill,False,
3999,feed_forward,down_proj,,t,"[[d_model, d_ff]]","[d_model, d_ff]",0,"[[d_ff, d_model]]",[],34,feed_forward,down_proj,2,model.layers.34.feed_forward.down_proj,aten.t.default,[model.layers.34.feed_forward.down_proj.weight],prefill,True,
4000,feed_forward,down_proj,,view,"[[B, T, d_ff]]",,,"[[B*T, d_ff]]",[3998],34,feed_forward,down_proj,2,model.layers.34.feed_forward.down_proj,aten.view.default,[],prefill,True,
4001,feed_forward,down_proj,,matmul,"[[B*T, d_ff], [d_ff, d_model]]","[d_model, d_ff]",1,"[[B*T, d_model]]","[3999, 4000]",34,feed_forward,down_proj,2,model.layers.34.feed_forward.down_proj,aten.mm.default,[model.layers.34.feed_forward.down_proj.weight],prefill,False,
4002,feed_forward,down_proj,,_unsafe_view,"[[B*T, d_model]]",,,"[[B, T, d_model]]",[4001],34,feed_forward,down_proj,2,model.layers.34.feed_forward.down_proj,aten._unsafe_view.default,[],prefill,True,
4003,,,,view,"[[B, T, d_model]]",,,"[[B, T, d_model]]",[4002],34,,,0,model.layers.34,aten.view.default,[],prefill,True,
4004,,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[3980, 4003]",34,,,0,model.layers.34,aten.add.Tensor,[],prefill,False,
4005,input_layernorm,,,_to_copy,"[[B, T, d_model]]",,,"[[B, T, d_model]]",[4004],35,input_layernorm,,1,model.layers.35.input_layernorm,aten._to_copy.default,[],prefill,True,
4006,input_layernorm,,,pow,"[[B, T, d_model]]",,,"[[B, T, d_model]]",[4005],35,input_layernorm,,1,model.layers.35.input_layernorm,aten.pow.Tensor_Scalar,[],prefill,False,
4007,input_layernorm,,,mean,"[[B, T, d_model]]",,,"[[B, T, 1]]",[4006],35,input_layernorm,,1,model.layers.35.input_layernorm,aten.mean.dim,[],prefill,False,
4008,input_layernorm,,,elementwise_add,"[[B, T, 1]]",,,"[[B, T, 1]]",[4007],35,input_layernorm,,1,model.layers.35.input_layernorm,aten.add.Tensor,[],prefill,False,
4009,input_layernorm,,,rsqrt,"[[B, T, 1]]",,,"[[B, T, 1]]",[4008],35,input_layernorm,,1,model.layers.35.input_layernorm,aten.rsqrt.default,[],prefill,False,
4010,input_layernorm,,,elementwise_mul,"[[B, T, d_model], [B, T, 1]]",,,"[[B, T, d_model]]","[4005, 4009]",35,input_layernorm,,1,model.layers.35.input_layernorm,aten.mul.Tensor,[],prefill,False,
4011,input_layernorm,,,_to_copy,"[[B, T, d_model]]",,,"[[B, T, d_model]]",[4010],35,input_layernorm,,1,model.layers.35.input_layernorm,aten._to_copy.default,[],prefill,True,
4012,input_layernorm,,,elementwise_mul,"[[B, T, d_model], [d_model]]",,,"[[B, T, d_model]]",[4011],35,input_layernorm,,1,model.layers.35.input_layernorm,aten.mul.Tensor,[model.layers.35.input_layernorm.weight],prefill,False,
4013,self_attn,q_proj,,t,"[[n_h*d_head, d_model]]","[n_h*d_head, d_model]",0,"[[d_model, n_h*d_head]]",[],35,self_attn,q_proj,2,model.layers.35.self_attn.q_proj,aten.t.default,[model.layers.35.self_attn.q_proj.weight],prefill,True,
4014,self_attn,q_proj,,view,"[[B, T, d_model]]",,,"[[B*T, d_model]]",[4012],35,self_attn,q_proj,2,model.layers.35.self_attn.q_proj,aten.view.default,[],prefill,True,
4015,self_attn,q_proj,,matmul,"[[B*T, d_model], [d_model, n_h*d_head]]","[n_h*d_head, d_model]",1,"[[B*T, n_h*d_head]]","[4013, 4014]",35,self_attn,q_proj,2,model.layers.35.self_attn.q_proj,aten.mm.default,[model.layers.35.self_attn.q_proj.weight],prefill,False,
4016,self_attn,q_proj,,_unsafe_view,"[[B*T, n_h*d_head]]",,,"[[B, T, n_h*d_head]]",[4015],35,self_attn,q_proj,2,model.layers.35.self_attn.q_proj,aten._unsafe_view.default,[],prefill,True,
4017,self_attn,,,view,"[[B, T, n_h*d_head]]",,,"[[B, T, n_h, d_head]]",[4016],35,self_attn,,1,model.layers.35.self_attn,aten.view.default,[],prefill,True,
4018,self_attn,k_proj,,t,"[[n_kv*d_head, d_model]]","[n_kv*d_head, d_model]",0,"[[d_model, n_kv*d_head]]",[],35,self_attn,k_proj,2,model.layers.35.self_attn.k_proj,aten.t.default,[model.layers.35.self_attn.k_proj.weight],prefill,True,
4019,self_attn,k_proj,,view,"[[B, T, d_model]]",,,"[[B*T, d_model]]",[4012],35,self_attn,k_proj,2,model.layers.35.self_attn.k_proj,aten.view.default,[],prefill,True,
4020,self_attn,k_proj,,matmul,"[[B*T, d_model], [d_model, n_kv*d_head]]","[n_kv*d_head, d_model]",1,"[[B*T, n_kv*d_head]]","[4018, 4019]",35,self_attn,k_proj,2,model.layers.35.self_attn.k_proj,aten.mm.default,[model.layers.35.self_attn.k_proj.weight],prefill,False,
4021,self_attn,k_proj,,_unsafe_view,"[[B*T, n_kv*d_head]]",,,"[[B, T, n_kv*d_head]]",[4020],35,self_attn,k_proj,2,model.layers.35.self_attn.k_proj,aten._unsafe_view.default,[],prefill,True,
4022,self_attn,,,view,"[[B, T, n_kv*d_head]]",,,"[[B, T, n_kv, d_head]]",[4021],35,self_attn,,1,model.layers.35.self_attn,aten.view.default,[],prefill,True,
4023,self_attn,v_proj,,t,"[[n_kv*d_head, d_model]]","[n_kv*d_head, d_model]",0,"[[d_model, n_kv*d_head]]",[],35,self_attn,v_proj,2,model.layers.35.self_attn.v_proj,aten.t.default,[model.layers.35.self_attn.v_proj.weight],prefill,True,
4024,self_attn,v_proj,,view,"[[B, T, d_model]]",,,"[[B*T, d_model]]",[4012],35,self_attn,v_proj,2,model.layers.35.self_attn.v_proj,aten.view.default,[],prefill,True,
4025,self_attn,v_proj,,matmul,"[[B*T, d_model], [d_model, n_kv*d_head]]","[n_kv*d_head, d_model]",1,"[[B*T, n_kv*d_head]]","[4023, 4024]",35,self_attn,v_proj,2,model.layers.35.self_attn.v_proj,aten.mm.default,[model.layers.35.self_attn.v_proj.weight],prefill,False,
4026,self_attn,v_proj,,_unsafe_view,"[[B*T, n_kv*d_head]]",,,"[[B, T, n_kv*d_head]]",[4025],35,self_attn,v_proj,2,model.layers.35.self_attn.v_proj,aten._unsafe_view.default,[],prefill,True,
4027,self_attn,,,view,"[[B, T, n_kv*d_head]]",,,"[[B, T, n_kv, d_head]]",[4026],35,self_attn,,1,model.layers.35.self_attn,aten.view.default,[],prefill,True,
4028,self_attn,,,transpose,"[[B, T, n_kv, d_head]]",,,"[[B, n_kv, T, d_head]]",[4027],35,self_attn,,1,model.layers.35.self_attn,aten.transpose.int,[],prefill,True,
4029,self_attn,,,arange,[],,,[[T]],[],35,self_attn,,1,model.layers.35.self_attn,aten.arange.default,[],prefill,True,
4030,self_attn,,,elementwise_add,[[T]],,,[[T]],[4029],35,self_attn,,1,model.layers.35.self_attn,aten.add.Tensor,[],prefill,False,
4031,self_attn,,,_to_copy,[[T]],,,[[T]],[4030],35,self_attn,,1,model.layers.35.self_attn,aten._to_copy.default,[],prefill,True,
4032,self_attn,,,elementwise_add,[[T]],,,[[T]],[4031],35,self_attn,,1,model.layers.35.self_attn,aten.add.Tensor,[],prefill,False,
4033,self_attn,,,div,[[T]],,,[[T]],[4032],35,self_attn,,1,model.layers.35.self_attn,aten.div.Tensor,[],prefill,True,
4034,self_attn,,,floor,[[T]],,,[[T]],[4033],35,self_attn,,1,model.layers.35.self_attn,aten.floor.default,[],prefill,True,
4035,self_attn,,,log1p,[[T]],,,[[T]],[4034],35,self_attn,,1,model.layers.35.self_attn,aten.log1p.default,[],prefill,True,
4036,self_attn,,,elementwise_mul,[[T]],,,[[T]],[4035],35,self_attn,,1,model.layers.35.self_attn,aten.mul.Tensor,[],prefill,False,
4037,self_attn,,,elementwise_add,[[T]],,,[[T]],[4036],35,self_attn,,1,model.layers.35.self_attn,aten.add.Tensor,[],prefill,False,
4038,self_attn,,,view,[[T]],,,"[[1, T, 1, 1]]",[4037],35,self_attn,,1,model.layers.35.self_attn,aten.view.default,[],prefill,True,
4039,self_attn,,,expand,"[[1, T, 1, 1]]",,,"[[B, T, 1, 1]]",[4038],35,self_attn,,1,model.layers.35.self_attn,aten.expand.default,[],prefill,True,
4040,self_attn,,,elementwise_mul,"[[B, T, n_h, d_head], [B, T, 1, 1]]",,,"[[B, T, n_h, d_head]]","[4017, 4039]",35,self_attn,,1,model.layers.35.self_attn,aten.mul.Tensor,[],prefill,False,
4041,self_attn,,,_to_copy,"[[B, T, n_h, d_head]]",,,"[[B, T, n_h, d_head]]",[4040],35,self_attn,,1,model.layers.35.self_attn,aten._to_copy.default,[],prefill,True,
4042,self_attn,,,transpose,"[[B, T, n_h, d_head]]",,,"[[B, n_h, T, d_head]]",[4041],35,self_attn,,1,model.layers.35.self_attn,aten.transpose.int,[],prefill,True,
4043,self_attn,,,transpose,"[[B, T, n_kv, d_head]]",,,"[[B, n_kv, T, d_head]]",[4022],35,self_attn,,1,model.layers.35.self_attn,aten.transpose.int,[],prefill,True,
4044,self_attn,,,concat,"[[0], [B, n_kv, T, d_head]]",,,"[[B, n_kv, T, d_head]]",[4043],35,self_attn,,1,model.layers.35.self_attn,aten.cat.default,[],prefill,False,
4045,self_attn,,,concat,"[[0], [B, n_kv, T, d_head]]",,,"[[B, n_kv, T, d_head]]",[4028],35,self_attn,,1,model.layers.35.self_attn,aten.cat.default,[],prefill,False,
4046,self_attn,,,unsqueeze,"[[B, n_kv, T, d_head]]",,,"[[B, n_kv, 1, T, d_head]]",[4044],35,self_attn,,1,model.layers.35.self_attn,aten.unsqueeze.default,[],prefill,True,
4047,self_attn,,,expand,"[[B, n_kv, 1, T, d_head]]",,,"[[B, n_kv, n_h/n_kv, T, d_head]]",[4046],35,self_attn,,1,model.layers.35.self_attn,aten.expand.default,[],prefill,True,
4048,self_attn,,,clone,"[[B, n_kv, n_h/n_kv, T, d_head]]",,,"[[B, n_kv, n_h/n_kv, T, d_head]]",[4047],35,self_attn,,1,model.layers.35.self_attn,aten.clone.default,[],prefill,True,
4049,self_attn,,,_unsafe_view,"[[B, n_kv, n_h/n_kv, T, d_head]]",,,"[[B, n_h, T, d_head]]",[4048],35,self_attn,,1,model.layers.35.self_attn,aten._unsafe_view.default,[],prefill,True,
4050,self_attn,,,unsqueeze,"[[B, n_kv, T, d_head]]",,,"[[B, n_kv, 1, T, d_head]]",[4045],35,self_attn,,1,model.layers.35.self_attn,aten.unsqueeze.default,[],prefill,True,
4051,self_attn,,,expand,"[[B, n_kv, 1, T, d_head]]",,,"[[B, n_kv, n_h/n_kv, T, d_head]]",[4050],35,self_attn,,1,model.layers.35.self_attn,aten.expand.default,[],prefill,True,
4052,self_attn,,,clone,"[[B, n_kv, n_h/n_kv, T, d_head]]",,,"[[B, n_kv, n_h/n_kv, T, d_head]]",[4051],35,self_attn,,1,model.layers.35.self_attn,aten.clone.default,[],prefill,True,
4053,self_attn,,,_unsafe_view,"[[B, n_kv, n_h/n_kv, T, d_head]]",,,"[[B, n_h, T, d_head]]",[4052],35,self_attn,,1,model.layers.35.self_attn,aten._unsafe_view.default,[],prefill,True,
4054,self_attn,,,transpose,"[[B, n_h, T, d_head]]",,,"[[B, n_h, d_head, T]]",[4049],35,self_attn,,1,model.layers.35.self_attn,aten.transpose.int,[],prefill,True,
4055,self_attn,,,expand,"[[B, n_h, T, d_head]]",,,"[[B, n_h, T, d_head]]",[4042],35,self_attn,,1,model.layers.35.self_attn,aten.expand.default,[],prefill,True,
4056,self_attn,,,clone,"[[B, n_h, T, d_head]]",,,"[[B, n_h, T, d_head]]",[4055],35,self_attn,,1,model.layers.35.self_attn,aten.clone.default,[],prefill,True,
4057,self_attn,,,_unsafe_view,"[[B, n_h, T, d_head]]",,,"[[B*n_h, T, d_head]]",[4056],35,self_attn,,1,model.layers.35.self_attn,aten._unsafe_view.default,[],prefill,True,
4058,self_attn,,,expand,"[[B, n_h, d_head, T]]",,,"[[B, n_h, d_head, T]]",[4054],35,self_attn,,1,model.layers.35.self_attn,aten.expand.default,[],prefill,True,
4059,self_attn,,,view,"[[B, n_h, d_head, T]]",,,"[[B*n_h, d_head, T]]",[4058],35,self_attn,,1,model.layers.35.self_attn,aten.view.default,[],prefill,True,
4060,self_attn,,,batched_matmul,"[[B*n_h, T, d_head], [B*n_h, d_head, T]]",,,"[[B*n_h, T, T]]","[4057, 4059]",35,self_attn,,1,model.layers.35.self_attn,aten.bmm.default,[],prefill,False,
4061,self_attn,,,_unsafe_view,"[[B*n_h, T, T]]",,,"[[B, n_h, T, T]]",[4060],35,self_attn,,1,model.layers.35.self_attn,aten._unsafe_view.default,[],prefill,True,
4062,self_attn,,,elementwise_mul,"[[B, n_h, T, T]]",,,"[[B, n_h, T, T]]",[4061],35,self_attn,,1,model.layers.35.self_attn,aten.mul.Tensor,[],prefill,False,
4063,self_attn,,,elementwise_add,"[[B, n_h, T, T], [B, 1, T, T]]",,,"[[B, n_h, T, T]]","[58, 4062]",35,self_attn,,1,model.layers.35.self_attn,aten.add.Tensor,[],prefill,False,
4064,self_attn,,,softmax,"[[B, n_h, T, T]]",,,"[[B, n_h, T, T]]",[4063],35,self_attn,,1,model.layers.35.self_attn,aten._softmax.default,[],prefill,False,
4065,self_attn,,,expand,"[[B, n_h, T, T]]",,,"[[B, n_h, T, T]]",[4064],35,self_attn,,1,model.layers.35.self_attn,aten.expand.default,[],prefill,True,
4066,self_attn,,,view,"[[B, n_h, T, T]]",,,"[[B*n_h, T, T]]",[4065],35,self_attn,,1,model.layers.35.self_attn,aten.view.default,[],prefill,True,
4067,self_attn,,,expand,"[[B, n_h, T, d_head]]",,,"[[B, n_h, T, d_head]]",[4053],35,self_attn,,1,model.layers.35.self_attn,aten.expand.default,[],prefill,True,
4068,self_attn,,,view,"[[B, n_h, T, d_head]]",,,"[[B*n_h, T, d_head]]",[4067],35,self_attn,,1,model.layers.35.self_attn,aten.view.default,[],prefill,True,
4069,self_attn,,,batched_matmul,"[[B*n_h, T, T], [B*n_h, T, d_head]]",,,"[[B*n_h, T, d_head]]","[4066, 4068]",35,self_attn,,1,model.layers.35.self_attn,aten.bmm.default,[],prefill,False,
4070,self_attn,,,_unsafe_view,"[[B*n_h, T, d_head]]",,,"[[B, n_h, T, d_head]]",[4069],35,self_attn,,1,model.layers.35.self_attn,aten._unsafe_view.default,[],prefill,True,
4071,self_attn,,,transpose,"[[B, n_h, T, d_head]]",,,"[[B, T, n_h, d_head]]",[4070],35,self_attn,,1,model.layers.35.self_attn,aten.transpose.int,[],prefill,True,
4072,self_attn,,,clone,"[[B, T, n_h, d_head]]",,,"[[B, T, n_h, d_head]]",[4071],35,self_attn,,1,model.layers.35.self_attn,aten.clone.default,[],prefill,True,
4073,self_attn,,,view,"[[B, T, n_h, d_head]]",,,"[[B, T, n_h*d_head]]",[4072],35,self_attn,,1,model.layers.35.self_attn,aten.view.default,[],prefill,True,
4074,self_attn,o_proj,,t,"[[d_model, n_h*d_head]]","[d_model, n_h*d_head]",0,"[[n_h*d_head, d_model]]",[],35,self_attn,o_proj,2,model.layers.35.self_attn.o_proj,aten.t.default,[model.layers.35.self_attn.o_proj.weight],prefill,True,
4075,self_attn,o_proj,,view,"[[B, T, n_h*d_head]]",,,"[[B*T, n_h*d_head]]",[4073],35,self_attn,o_proj,2,model.layers.35.self_attn.o_proj,aten.view.default,[],prefill,True,
4076,self_attn,o_proj,,matmul,"[[B*T, n_h*d_head], [n_h*d_head, d_model]]","[d_model, n_h*d_head]",1,"[[B*T, d_model]]","[4074, 4075]",35,self_attn,o_proj,2,model.layers.35.self_attn.o_proj,aten.mm.default,[model.layers.35.self_attn.o_proj.weight],prefill,False,
4077,self_attn,o_proj,,_unsafe_view,"[[B*T, d_model]]",,,"[[B, T, d_model]]",[4076],35,self_attn,o_proj,2,model.layers.35.self_attn.o_proj,aten._unsafe_view.default,[],prefill,True,
4078,,,,elementwise_add,"[[B, T, d_model], [B, T, d_model]]",,,"[[B, T, d_model]]","[4004, 4077]",35,,,0,model.layers.35,aten.add.Tensor,[],prefill,False,
4079,post_attention_layernorm,,,_to_copy,"[[B, T, d_model]]",,,"[[B, T, d_model]]",[4078],35,post_attention_layernorm,,1,model.layers.35.post_attention_layernorm,aten._to_copy.default,[],prefill,True,
4080,post_attention_layernorm,,,pow,"[[B, T, d_model]]",,,"[[B, T, d_model]]",[4079],35,post_attention_layernorm,,1,model.layers.35.post_attention_layernorm,aten.pow.Tensor_Scalar,[],prefill,False,
4081,post_attention_layernorm,,,mean,"[[B, T, d_model]]",,,"[[B, T, 1]]",[4080],35,post_attention_layernorm,,1,model.layers.35.post_attention_layernorm,aten.mean.dim,[],prefill,False,
4082,post_attention_layernorm,,,elementwise_add,"[[B, T, 1]]",,,"[[B, T, 1]]",[4081],35,post_attention_layernorm,,1,model.layers.35.post_attention_layernorm,aten.add.Tensor,[],prefill,False,
4083,post_attention_layernorm,,,rsqrt,"[[B, T, 1]]",,,"[[B, T, 1]]",[4082],35,post_attention_layernorm,,1,model.layers.35.post_attention_layernorm,aten.rsqrt.default,[],prefill,False,
4084,post_attention_layernorm,,,elementwise_mul,"[[B, T, d_model], [B, T, 1]]",,,"[[B, T, d_model]]","[4079, 4083]",35,post_attention_layernorm,,1,model.layers.35.post_attention_layernorm,aten.mul.Tensor,[],prefill,False,
4085,post_attention_layernorm,,,_to_copy,"[[B, T, d_model]]",,,"[[B, T, d_model]]",[4084],35,post_attention_layernorm,,1,model.layers.35.post_attention_layernorm,aten._to_copy.default,[],prefill,True,
4086,post_attention_layernorm,,,elementwise_mul,"[[B, T, d_model], [d_model]]",,,"[[B, T, d_model]]",[4085],35,post_attention_layernorm,,1,model.layers.35.post_attention_layernorm,aten.mul.Tensor,[model.layers.35.post_attention_layernorm.weight],prefill,False,
4087,feed_forward,,,view,"[[B, T, d_model]]",,,"[[B*T, d_model]]",[4086],35,feed_forward,,1,model.layers.35.feed_forward,aten.view.default,[],prefill,True,
4088,feed_forward,router,,t,"[[E, d_model]]","[E, d_model]",0,"[[d_model, E]]",[],35,feed_forward,router,2,model.layers.35.feed_forward.router,aten.t.default,[model.layers.35.feed_forward.router.weight],prefill,True,
4089,feed_forward,router,,matmul,"[[B*T, d_model], [d_model, E]]","[E, d_model]",1,"[[B*T, E]]","[4087, 4088]",35,feed_forward,router,2,model.layers.35.feed_forward.router,aten.mm.default,[model.layers.35.feed_forward.router.weight],prefill,False,
4090,feed_forward,router,,topk,"[[B*T, E]]",,,"[[B*T, 1], [B*T, 1]]",[4089],35,feed_forward,router,2,model.layers.35.feed_forward.router,aten.topk.default,[],prefill,False,
4091,feed_forward,router,,full_like,"[[B*T, E]]",,,"[[B*T, E]]",[4089],35,feed_forward,router,2,model.layers.35.feed_forward.router,aten.full_like.default,[],prefill,True,
4092,feed_forward,router,,scatter_,"[[B*T, E], [B*T, 1], [B*T, 1]]",,,"[[B*T, E]]","[4090, 4091]",35,feed_forward,router,2,model.layers.35.feed_forward.router,aten.scatter_.src,[],prefill,True,
4093,feed_forward,router,,_to_copy,"[[B*T, E]]",,,"[[B*T, E]]",[4092],35,feed_forward,router,2,model.layers.35.feed_forward.router,aten._to_copy.default,[],prefill,True,
4094,feed_forward,router,,sigmoid,"[[B*T, E]]",,,"[[B*T, E]]",[4093],35,feed_forward,router,2,model.layers.35.feed_forward.router,aten.sigmoid.default,[],prefill,False,
4095,feed_forward,router,,_to_copy,"[[B*T, E]]",,,"[[B*T, E]]",[4094],35,feed_forward,router,2,model.layers.35.feed_forward.router,aten._to_copy.default,[],prefill,True,
4096,feed_forward,,,repeat,"[[B*T, d_model]]",,,"[[B*E*T, d_model]]",[4087],35,feed_forward,,1,model.layers.35.feed_forward,aten.repeat.default,[],prefill,True,
4097,feed_forward,,,transpose,"[[B*T, E]]",,,"[[E, B*T]]",[4095],35,feed_forward,,1,model.layers.35.feed_forward,aten.transpose.int,[],prefill,True,
4098,feed_forward,,,clone,"[[E, B*T]]",,,"[[E, B*T]]",[4097],35,feed_forward,,1,model.layers.35.feed_forward,aten.clone.default,[],prefill,True,
4099,feed_forward,,,_unsafe_view,"[[E, B*T]]",,,"[[B*E*T, 1]]",[4098],35,feed_forward,,1,model.layers.35.feed_forward,aten._unsafe_view.default,[],prefill,True,
4100,feed_forward,,,elementwise_mul,"[[B*E*T, d_model], [B*E*T, 1]]",,,"[[B*E*T, d_model]]","[4096, 4099]",35,feed_forward,,1,model.layers.35.feed_forward,aten.mul.Tensor,[],prefill,False,
