op_id,h1,h2,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped,caveat
47662,linear_attn,,clone,"[[B, n_h_lin_v, 1, 56]]",,,"[[B, n_h_lin_v, 1, 56]]",[47661],56,linear_attn,,1,model.layers.56.linear_attn,aten.clone.default,[],prefill,True,
47663,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, 56, 64]]",[46944],56,linear_attn,,1,model.layers.56.linear_attn,aten.slice.Tensor,[],prefill,True,
47664,linear_attn,,slice,"[[B, n_h_lin_v, 1, 56, 64]]",,,"[[B, n_h_lin_v, 1, 56, 56]]",[47663],56,linear_attn,,1,model.layers.56.linear_attn,aten.slice.Tensor,[],prefill,True,
47665,linear_attn,,clone,"[[B, n_h_lin_v, 1, 56, 56]]",,,"[[B, n_h_lin_v, 1, 56, 56]]",[47664],56,linear_attn,,1,model.layers.56.linear_attn,aten.clone.default,[],prefill,True,
47666,linear_attn,,unsqueeze,"[[B, n_h_lin_v, 1, 56]]",,,"[[B, n_h_lin_v, 1, 56, 1]]",[47662],56,linear_attn,,1,model.layers.56.linear_attn,aten.unsqueeze.default,[],prefill,True,
47667,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, 1, 56, 1], [B, n_h_lin_v, 1, 56, 56]]",,,"[[B, n_h_lin_v, 1, 56, 56]]","[47665, 47666]",56,linear_attn,,1,model.layers.56.linear_attn,aten.mul.Tensor,[],prefill,False,
47668,linear_attn,,sum,"[[B, n_h_lin_v, 1, 56, 56]]",,,"[[B, n_h_lin_v, 1, 56]]",[47667],56,linear_attn,,1,model.layers.56.linear_attn,aten.sum.dim_IntList,[],prefill,True,
47669,linear_attn,,elementwise_add,"[[B, n_h_lin_v, 1, 56], [B, n_h_lin_v, 1, 56]]",,,"[[B, n_h_lin_v, 1, 56]]","[47662, 47668]",56,linear_attn,,1,model.layers.56.linear_attn,aten.add.Tensor,[],prefill,False,
47670,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[46944],56,linear_attn,,1,model.layers.56.linear_attn,aten.select.int,[],prefill,True,
47671,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 56]]",[47670],56,linear_attn,,1,model.layers.56.linear_attn,aten.slice.Tensor,[],prefill,True,
47672,linear_attn,,copy_,"[[B, n_h_lin_v, 1, 56], [B, n_h_lin_v, 1, 56]]",,,"[[B, n_h_lin_v, 1, 56]]","[47669, 47671]",56,linear_attn,,1,model.layers.56.linear_attn,aten.copy_.default,[],prefill,True,
47673,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[46944],56,linear_attn,,1,model.layers.56.linear_attn,aten.select.int,[],prefill,True,
47674,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 57]]",[47673],56,linear_attn,,1,model.layers.56.linear_attn,aten.slice.Tensor,[],prefill,True,
47675,linear_attn,,clone,"[[B, n_h_lin_v, 1, 57]]",,,"[[B, n_h_lin_v, 1, 57]]",[47674],56,linear_attn,,1,model.layers.56.linear_attn,aten.clone.default,[],prefill,True,
47676,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, 57, 64]]",[46944],56,linear_attn,,1,model.layers.56.linear_attn,aten.slice.Tensor,[],prefill,True,
47677,linear_attn,,slice,"[[B, n_h_lin_v, 1, 57, 64]]",,,"[[B, n_h_lin_v, 1, 57, 57]]",[47676],56,linear_attn,,1,model.layers.56.linear_attn,aten.slice.Tensor,[],prefill,True,
47678,linear_attn,,clone,"[[B, n_h_lin_v, 1, 57, 57]]",,,"[[B, n_h_lin_v, 1, 57, 57]]",[47677],56,linear_attn,,1,model.layers.56.linear_attn,aten.clone.default,[],prefill,True,
47679,linear_attn,,unsqueeze,"[[B, n_h_lin_v, 1, 57]]",,,"[[B, n_h_lin_v, 1, 57, 1]]",[47675],56,linear_attn,,1,model.layers.56.linear_attn,aten.unsqueeze.default,[],prefill,True,
47680,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, 1, 57, 1], [B, n_h_lin_v, 1, 57, 57]]",,,"[[B, n_h_lin_v, 1, 57, 57]]","[47678, 47679]",56,linear_attn,,1,model.layers.56.linear_attn,aten.mul.Tensor,[],prefill,False,
47681,linear_attn,,sum,"[[B, n_h_lin_v, 1, 57, 57]]",,,"[[B, n_h_lin_v, 1, 57]]",[47680],56,linear_attn,,1,model.layers.56.linear_attn,aten.sum.dim_IntList,[],prefill,True,
47682,linear_attn,,elementwise_add,"[[B, n_h_lin_v, 1, 57], [B, n_h_lin_v, 1, 57]]",,,"[[B, n_h_lin_v, 1, 57]]","[47675, 47681]",56,linear_attn,,1,model.layers.56.linear_attn,aten.add.Tensor,[],prefill,False,
47683,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[46944],56,linear_attn,,1,model.layers.56.linear_attn,aten.select.int,[],prefill,True,
47684,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 57]]",[47683],56,linear_attn,,1,model.layers.56.linear_attn,aten.slice.Tensor,[],prefill,True,
47685,linear_attn,,copy_,"[[B, n_h_lin_v, 1, 57], [B, n_h_lin_v, 1, 57]]",,,"[[B, n_h_lin_v, 1, 57]]","[47682, 47684]",56,linear_attn,,1,model.layers.56.linear_attn,aten.copy_.default,[],prefill,True,
47686,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[46944],56,linear_attn,,1,model.layers.56.linear_attn,aten.select.int,[],prefill,True,
47687,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 58]]",[47686],56,linear_attn,,1,model.layers.56.linear_attn,aten.slice.Tensor,[],prefill,True,
47688,linear_attn,,clone,"[[B, n_h_lin_v, 1, 58]]",,,"[[B, n_h_lin_v, 1, 58]]",[47687],56,linear_attn,,1,model.layers.56.linear_attn,aten.clone.default,[],prefill,True,
47689,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, 58, 64]]",[46944],56,linear_attn,,1,model.layers.56.linear_attn,aten.slice.Tensor,[],prefill,True,
47690,linear_attn,,slice,"[[B, n_h_lin_v, 1, 58, 64]]",,,"[[B, n_h_lin_v, 1, 58, 58]]",[47689],56,linear_attn,,1,model.layers.56.linear_attn,aten.slice.Tensor,[],prefill,True,
47691,linear_attn,,clone,"[[B, n_h_lin_v, 1, 58, 58]]",,,"[[B, n_h_lin_v, 1, 58, 58]]",[47690],56,linear_attn,,1,model.layers.56.linear_attn,aten.clone.default,[],prefill,True,
47692,linear_attn,,unsqueeze,"[[B, n_h_lin_v, 1, 58]]",,,"[[B, n_h_lin_v, 1, 58, 1]]",[47688],56,linear_attn,,1,model.layers.56.linear_attn,aten.unsqueeze.default,[],prefill,True,
47693,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, 1, 58, 1], [B, n_h_lin_v, 1, 58, 58]]",,,"[[B, n_h_lin_v, 1, 58, 58]]","[47691, 47692]",56,linear_attn,,1,model.layers.56.linear_attn,aten.mul.Tensor,[],prefill,False,
47694,linear_attn,,sum,"[[B, n_h_lin_v, 1, 58, 58]]",,,"[[B, n_h_lin_v, 1, 58]]",[47693],56,linear_attn,,1,model.layers.56.linear_attn,aten.sum.dim_IntList,[],prefill,True,
47695,linear_attn,,elementwise_add,"[[B, n_h_lin_v, 1, 58], [B, n_h_lin_v, 1, 58]]",,,"[[B, n_h_lin_v, 1, 58]]","[47688, 47694]",56,linear_attn,,1,model.layers.56.linear_attn,aten.add.Tensor,[],prefill,False,
47696,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[46944],56,linear_attn,,1,model.layers.56.linear_attn,aten.select.int,[],prefill,True,
47697,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 58]]",[47696],56,linear_attn,,1,model.layers.56.linear_attn,aten.slice.Tensor,[],prefill,True,
47698,linear_attn,,copy_,"[[B, n_h_lin_v, 1, 58], [B, n_h_lin_v, 1, 58]]",,,"[[B, n_h_lin_v, 1, 58]]","[47695, 47697]",56,linear_attn,,1,model.layers.56.linear_attn,aten.copy_.default,[],prefill,True,
47699,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[46944],56,linear_attn,,1,model.layers.56.linear_attn,aten.select.int,[],prefill,True,
47700,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 59]]",[47699],56,linear_attn,,1,model.layers.56.linear_attn,aten.slice.Tensor,[],prefill,True,
47701,linear_attn,,clone,"[[B, n_h_lin_v, 1, 59]]",,,"[[B, n_h_lin_v, 1, 59]]",[47700],56,linear_attn,,1,model.layers.56.linear_attn,aten.clone.default,[],prefill,True,
47702,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, 59, 64]]",[46944],56,linear_attn,,1,model.layers.56.linear_attn,aten.slice.Tensor,[],prefill,True,
47703,linear_attn,,slice,"[[B, n_h_lin_v, 1, 59, 64]]",,,"[[B, n_h_lin_v, 1, 59, 59]]",[47702],56,linear_attn,,1,model.layers.56.linear_attn,aten.slice.Tensor,[],prefill,True,
47704,linear_attn,,clone,"[[B, n_h_lin_v, 1, 59, 59]]",,,"[[B, n_h_lin_v, 1, 59, 59]]",[47703],56,linear_attn,,1,model.layers.56.linear_attn,aten.clone.default,[],prefill,True,
47705,linear_attn,,unsqueeze,"[[B, n_h_lin_v, 1, 59]]",,,"[[B, n_h_lin_v, 1, 59, 1]]",[47701],56,linear_attn,,1,model.layers.56.linear_attn,aten.unsqueeze.default,[],prefill,True,
47706,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, 1, 59, 1], [B, n_h_lin_v, 1, 59, 59]]",,,"[[B, n_h_lin_v, 1, 59, 59]]","[47704, 47705]",56,linear_attn,,1,model.layers.56.linear_attn,aten.mul.Tensor,[],prefill,False,
47707,linear_attn,,sum,"[[B, n_h_lin_v, 1, 59, 59]]",,,"[[B, n_h_lin_v, 1, 59]]",[47706],56,linear_attn,,1,model.layers.56.linear_attn,aten.sum.dim_IntList,[],prefill,True,
47708,linear_attn,,elementwise_add,"[[B, n_h_lin_v, 1, 59], [B, n_h_lin_v, 1, 59]]",,,"[[B, n_h_lin_v, 1, 59]]","[47701, 47707]",56,linear_attn,,1,model.layers.56.linear_attn,aten.add.Tensor,[],prefill,False,
47709,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[46944],56,linear_attn,,1,model.layers.56.linear_attn,aten.select.int,[],prefill,True,
47710,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 59]]",[47709],56,linear_attn,,1,model.layers.56.linear_attn,aten.slice.Tensor,[],prefill,True,
47711,linear_attn,,copy_,"[[B, n_h_lin_v, 1, 59], [B, n_h_lin_v, 1, 59]]",,,"[[B, n_h_lin_v, 1, 59]]","[47708, 47710]",56,linear_attn,,1,model.layers.56.linear_attn,aten.copy_.default,[],prefill,True,
47712,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[46944],56,linear_attn,,1,model.layers.56.linear_attn,aten.select.int,[],prefill,True,
47713,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 60]]",[47712],56,linear_attn,,1,model.layers.56.linear_attn,aten.slice.Tensor,[],prefill,True,
47714,linear_attn,,clone,"[[B, n_h_lin_v, 1, 60]]",,,"[[B, n_h_lin_v, 1, 60]]",[47713],56,linear_attn,,1,model.layers.56.linear_attn,aten.clone.default,[],prefill,True,
47715,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, 60, 64]]",[46944],56,linear_attn,,1,model.layers.56.linear_attn,aten.slice.Tensor,[],prefill,True,
47716,linear_attn,,slice,"[[B, n_h_lin_v, 1, 60, 64]]",,,"[[B, n_h_lin_v, 1, 60, 60]]",[47715],56,linear_attn,,1,model.layers.56.linear_attn,aten.slice.Tensor,[],prefill,True,
47717,linear_attn,,clone,"[[B, n_h_lin_v, 1, 60, 60]]",,,"[[B, n_h_lin_v, 1, 60, 60]]",[47716],56,linear_attn,,1,model.layers.56.linear_attn,aten.clone.default,[],prefill,True,
47718,linear_attn,,unsqueeze,"[[B, n_h_lin_v, 1, 60]]",,,"[[B, n_h_lin_v, 1, 60, 1]]",[47714],56,linear_attn,,1,model.layers.56.linear_attn,aten.unsqueeze.default,[],prefill,True,
47719,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, 1, 60, 1], [B, n_h_lin_v, 1, 60, 60]]",,,"[[B, n_h_lin_v, 1, 60, 60]]","[47717, 47718]",56,linear_attn,,1,model.layers.56.linear_attn,aten.mul.Tensor,[],prefill,False,
47720,linear_attn,,sum,"[[B, n_h_lin_v, 1, 60, 60]]",,,"[[B, n_h_lin_v, 1, 60]]",[47719],56,linear_attn,,1,model.layers.56.linear_attn,aten.sum.dim_IntList,[],prefill,True,
47721,linear_attn,,elementwise_add,"[[B, n_h_lin_v, 1, 60], [B, n_h_lin_v, 1, 60]]",,,"[[B, n_h_lin_v, 1, 60]]","[47714, 47720]",56,linear_attn,,1,model.layers.56.linear_attn,aten.add.Tensor,[],prefill,False,
47722,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[46944],56,linear_attn,,1,model.layers.56.linear_attn,aten.select.int,[],prefill,True,
47723,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 60]]",[47722],56,linear_attn,,1,model.layers.56.linear_attn,aten.slice.Tensor,[],prefill,True,
47724,linear_attn,,copy_,"[[B, n_h_lin_v, 1, 60], [B, n_h_lin_v, 1, 60]]",,,"[[B, n_h_lin_v, 1, 60]]","[47721, 47723]",56,linear_attn,,1,model.layers.56.linear_attn,aten.copy_.default,[],prefill,True,
47725,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[46944],56,linear_attn,,1,model.layers.56.linear_attn,aten.select.int,[],prefill,True,
47726,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 61]]",[47725],56,linear_attn,,1,model.layers.56.linear_attn,aten.slice.Tensor,[],prefill,True,
47727,linear_attn,,clone,"[[B, n_h_lin_v, 1, 61]]",,,"[[B, n_h_lin_v, 1, 61]]",[47726],56,linear_attn,,1,model.layers.56.linear_attn,aten.clone.default,[],prefill,True,
47728,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, 61, 64]]",[46944],56,linear_attn,,1,model.layers.56.linear_attn,aten.slice.Tensor,[],prefill,True,
47729,linear_attn,,slice,"[[B, n_h_lin_v, 1, 61, 64]]",,,"[[B, n_h_lin_v, 1, 61, 61]]",[47728],56,linear_attn,,1,model.layers.56.linear_attn,aten.slice.Tensor,[],prefill,True,
47730,linear_attn,,clone,"[[B, n_h_lin_v, 1, 61, 61]]",,,"[[B, n_h_lin_v, 1, 61, 61]]",[47729],56,linear_attn,,1,model.layers.56.linear_attn,aten.clone.default,[],prefill,True,
47731,linear_attn,,unsqueeze,"[[B, n_h_lin_v, 1, 61]]",,,"[[B, n_h_lin_v, 1, 61, 1]]",[47727],56,linear_attn,,1,model.layers.56.linear_attn,aten.unsqueeze.default,[],prefill,True,
47732,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, 1, 61, 1], [B, n_h_lin_v, 1, 61, 61]]",,,"[[B, n_h_lin_v, 1, 61, 61]]","[47730, 47731]",56,linear_attn,,1,model.layers.56.linear_attn,aten.mul.Tensor,[],prefill,False,
47733,linear_attn,,sum,"[[B, n_h_lin_v, 1, 61, 61]]",,,"[[B, n_h_lin_v, 1, 61]]",[47732],56,linear_attn,,1,model.layers.56.linear_attn,aten.sum.dim_IntList,[],prefill,True,
47734,linear_attn,,elementwise_add,"[[B, n_h_lin_v, 1, 61], [B, n_h_lin_v, 1, 61]]",,,"[[B, n_h_lin_v, 1, 61]]","[47727, 47733]",56,linear_attn,,1,model.layers.56.linear_attn,aten.add.Tensor,[],prefill,False,
47735,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[46944],56,linear_attn,,1,model.layers.56.linear_attn,aten.select.int,[],prefill,True,
47736,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 61]]",[47735],56,linear_attn,,1,model.layers.56.linear_attn,aten.slice.Tensor,[],prefill,True,
47737,linear_attn,,copy_,"[[B, n_h_lin_v, 1, 61], [B, n_h_lin_v, 1, 61]]",,,"[[B, n_h_lin_v, 1, 61]]","[47734, 47736]",56,linear_attn,,1,model.layers.56.linear_attn,aten.copy_.default,[],prefill,True,
47738,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[46944],56,linear_attn,,1,model.layers.56.linear_attn,aten.select.int,[],prefill,True,
47739,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 62]]",[47738],56,linear_attn,,1,model.layers.56.linear_attn,aten.slice.Tensor,[],prefill,True,
47740,linear_attn,,clone,"[[B, n_h_lin_v, 1, 62]]",,,"[[B, n_h_lin_v, 1, 62]]",[47739],56,linear_attn,,1,model.layers.56.linear_attn,aten.clone.default,[],prefill,True,
47741,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, 62, 64]]",[46944],56,linear_attn,,1,model.layers.56.linear_attn,aten.slice.Tensor,[],prefill,True,
47742,linear_attn,,slice,"[[B, n_h_lin_v, 1, 62, 64]]",,,"[[B, n_h_lin_v, 1, 62, 62]]",[47741],56,linear_attn,,1,model.layers.56.linear_attn,aten.slice.Tensor,[],prefill,True,
47743,linear_attn,,clone,"[[B, n_h_lin_v, 1, 62, 62]]",,,"[[B, n_h_lin_v, 1, 62, 62]]",[47742],56,linear_attn,,1,model.layers.56.linear_attn,aten.clone.default,[],prefill,True,
47744,linear_attn,,unsqueeze,"[[B, n_h_lin_v, 1, 62]]",,,"[[B, n_h_lin_v, 1, 62, 1]]",[47740],56,linear_attn,,1,model.layers.56.linear_attn,aten.unsqueeze.default,[],prefill,True,
47745,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, 1, 62, 1], [B, n_h_lin_v, 1, 62, 62]]",,,"[[B, n_h_lin_v, 1, 62, 62]]","[47743, 47744]",56,linear_attn,,1,model.layers.56.linear_attn,aten.mul.Tensor,[],prefill,False,
47746,linear_attn,,sum,"[[B, n_h_lin_v, 1, 62, 62]]",,,"[[B, n_h_lin_v, 1, 62]]",[47745],56,linear_attn,,1,model.layers.56.linear_attn,aten.sum.dim_IntList,[],prefill,True,
47747,linear_attn,,elementwise_add,"[[B, n_h_lin_v, 1, 62], [B, n_h_lin_v, 1, 62]]",,,"[[B, n_h_lin_v, 1, 62]]","[47740, 47746]",56,linear_attn,,1,model.layers.56.linear_attn,aten.add.Tensor,[],prefill,False,
47748,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[46944],56,linear_attn,,1,model.layers.56.linear_attn,aten.select.int,[],prefill,True,
47749,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 62]]",[47748],56,linear_attn,,1,model.layers.56.linear_attn,aten.slice.Tensor,[],prefill,True,
47750,linear_attn,,copy_,"[[B, n_h_lin_v, 1, 62], [B, n_h_lin_v, 1, 62]]",,,"[[B, n_h_lin_v, 1, 62]]","[47747, 47749]",56,linear_attn,,1,model.layers.56.linear_attn,aten.copy_.default,[],prefill,True,
47751,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[46944],56,linear_attn,,1,model.layers.56.linear_attn,aten.select.int,[],prefill,True,
47752,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 63]]",[47751],56,linear_attn,,1,model.layers.56.linear_attn,aten.slice.Tensor,[],prefill,True,
47753,linear_attn,,clone,"[[B, n_h_lin_v, 1, 63]]",,,"[[B, n_h_lin_v, 1, 63]]",[47752],56,linear_attn,,1,model.layers.56.linear_attn,aten.clone.default,[],prefill,True,
47754,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, 63, 64]]",[46944],56,linear_attn,,1,model.layers.56.linear_attn,aten.slice.Tensor,[],prefill,True,
47755,linear_attn,,slice,"[[B, n_h_lin_v, 1, 63, 64]]",,,"[[B, n_h_lin_v, 1, 63, 63]]",[47754],56,linear_attn,,1,model.layers.56.linear_attn,aten.slice.Tensor,[],prefill,True,
47756,linear_attn,,clone,"[[B, n_h_lin_v, 1, 63, 63]]",,,"[[B, n_h_lin_v, 1, 63, 63]]",[47755],56,linear_attn,,1,model.layers.56.linear_attn,aten.clone.default,[],prefill,True,
47757,linear_attn,,unsqueeze,"[[B, n_h_lin_v, 1, 63]]",,,"[[B, n_h_lin_v, 1, 63, 1]]",[47753],56,linear_attn,,1,model.layers.56.linear_attn,aten.unsqueeze.default,[],prefill,True,
47758,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, 1, 63, 1], [B, n_h_lin_v, 1, 63, 63]]",,,"[[B, n_h_lin_v, 1, 63, 63]]","[47756, 47757]",56,linear_attn,,1,model.layers.56.linear_attn,aten.mul.Tensor,[],prefill,False,
47759,linear_attn,,sum,"[[B, n_h_lin_v, 1, 63, 63]]",,,"[[B, n_h_lin_v, 1, 63]]",[47758],56,linear_attn,,1,model.layers.56.linear_attn,aten.sum.dim_IntList,[],prefill,True,
47760,linear_attn,,elementwise_add,"[[B, n_h_lin_v, 1, 63], [B, n_h_lin_v, 1, 63]]",,,"[[B, n_h_lin_v, 1, 63]]","[47753, 47759]",56,linear_attn,,1,model.layers.56.linear_attn,aten.add.Tensor,[],prefill,False,
47761,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[46944],56,linear_attn,,1,model.layers.56.linear_attn,aten.select.int,[],prefill,True,
47762,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 63]]",[47761],56,linear_attn,,1,model.layers.56.linear_attn,aten.slice.Tensor,[],prefill,True,
47763,linear_attn,,copy_,"[[B, n_h_lin_v, 1, 63], [B, n_h_lin_v, 1, 63]]",,,"[[B, n_h_lin_v, 1, 63]]","[47760, 47762]",56,linear_attn,,1,model.layers.56.linear_attn,aten.copy_.default,[],prefill,True,
47764,linear_attn,,eye,[],,,"[[d_chunk, d_chunk]]",[],56,linear_attn,,1,model.layers.56.linear_attn,aten.eye.default,[],prefill,True,
47765,linear_attn,,elementwise_add,"[[B, n_h_lin_v, 1, d_chunk, d_chunk], [d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]","[46944, 47764]",56,linear_attn,,1,model.layers.56.linear_attn,aten.add.Tensor,[],prefill,False,
47766,linear_attn,,expand,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",[47765],56,linear_attn,,1,model.layers.56.linear_attn,aten.expand.default,[],prefill,True,
47767,linear_attn,,view,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[n_h_lin_v, d_chunk, d_chunk]]",[47766],56,linear_attn,,1,model.layers.56.linear_attn,aten.view.default,[],prefill,True,
47768,linear_attn,,expand,"[[B, n_h_lin_v, 1, d_chunk, d_head_lin_v]]",,,"[[B, n_h_lin_v, 1, d_chunk, d_head_lin_v]]",[46924],56,linear_attn,,1,model.layers.56.linear_attn,aten.expand.default,[],prefill,True,
47769,linear_attn,,view,"[[B, n_h_lin_v, 1, d_chunk, d_head_lin_v]]",,,"[[n_h_lin_v, d_chunk, d_head_lin_v]]",[47768],56,linear_attn,,1,model.layers.56.linear_attn,aten.view.default,[],prefill,True,
47770,linear_attn,,batched_matmul,"[[n_h_lin_v, d_chunk, d_chunk], [n_h_lin_v, d_chunk, d_head_lin_v]]",,,"[[n_h_lin_v, d_chunk, d_head_lin_v]]","[47767, 47769]",56,linear_attn,,1,model.layers.56.linear_attn,aten.bmm.default,[],prefill,False,
47771,linear_attn,,_unsafe_view,"[[n_h_lin_v, d_chunk, d_head_lin_v]]",,,"[[B, n_h_lin_v, 1, d_chunk, d_head_lin_v]]",[47770],56,linear_attn,,1,model.layers.56.linear_attn,aten._unsafe_view.default,[],prefill,True,
47772,linear_attn,,exp,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[46928],56,linear_attn,,1,model.layers.56.linear_attn,aten.exp.default,[],prefill,False,
47773,linear_attn,,unsqueeze,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk, 1]]",[47772],56,linear_attn,,1,model.layers.56.linear_attn,aten.unsqueeze.default,[],prefill,True,
47774,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, 1, d_chunk, d_head_lin_k], [B, n_h_lin_v, 1, d_chunk, 1]]",,,"[[B, n_h_lin_v, 1, d_chunk, d_head_lin_k]]","[46923, 47773]",56,linear_attn,,1,model.layers.56.linear_attn,aten.mul.Tensor,[],prefill,False,
47775,linear_attn,,expand,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",[47765],56,linear_attn,,1,model.layers.56.linear_attn,aten.expand.default,[],prefill,True,
47776,linear_attn,,view,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[n_h_lin_v, d_chunk, d_chunk]]",[47775],56,linear_attn,,1,model.layers.56.linear_attn,aten.view.default,[],prefill,True,
47777,linear_attn,,expand,"[[B, n_h_lin_v, 1, d_chunk, d_head_lin_k]]",,,"[[B, n_h_lin_v, 1, d_chunk, d_head_lin_k]]",[47774],56,linear_attn,,1,model.layers.56.linear_attn,aten.expand.default,[],prefill,True,
47778,linear_attn,,view,"[[B, n_h_lin_v, 1, d_chunk, d_head_lin_k]]",,,"[[n_h_lin_v, d_chunk, d_head_lin_k]]",[47777],56,linear_attn,,1,model.layers.56.linear_attn,aten.view.default,[],prefill,True,
